,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
4078,Tata,2011,275000,50000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0
4079,Hyundai,2017,630000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
4081,Maruti,2016,315000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
4082,Tata,2011,189000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0
4083,Maruti,2014,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
4084,Maruti,2018,825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4086,Honda,2004,50000,62000,Petrol,Individual,Manual,Second Owner,13.0,1343.0,90.0,5.0
4087,Skoda,2011,200000,120000,Petrol,Individual,Manual,Second Owner,16.25,1198.0,73.9,5.0
4089,Hyundai,2017,680000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
4090,Hyundai,2017,670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0
4092,Maruti,2010,240000,80000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0
4094,Skoda,2013,455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0
4095,Maruti,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4096,Maruti,2016,700000,90000,Diesel,Individual,Automatic,First Owner,26.59,1248.0,74.0,5.0
4098,Tata,2014,160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0
4099,Chevrolet,2013,225000,100000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5.0
4100,Tata,2008,140000,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0
4101,Maruti,2014,600000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0
4103,Chevrolet,2008,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0
4104,Maruti,2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0
4106,Skoda,2012,320000,55885,Petrol,Dealer,Manual,First Owner,16.25,1198.0,75.0,5.0
4107,Ford,2019,950000,16034,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0
4108,Ford,2012,250000,156040,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0
4111,Maruti,2017,600000,20000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0
4112,Maruti,2017,509999,46000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0
4113,Skoda,2016,395000,50000,Petrol,Individual,Manual,Third Owner,15.41,1598.0,103.2,5.0
4114,Maruti,2018,469000,5000,Petrol,Individual,Manual,First Owner,21.79,998.0,67.05,5.0
4115,Maruti,2017,250000,42000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0
4116,Chevrolet,2011,130000,68519,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5.0
4117,Ford,2019,906000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
4118,Ford,2011,160000,85000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0
4119,Maruti,2012,300000,88000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0
4120,Maruti,2010,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,796.0,37.5,5.0
4121,Maruti,2014,400000,100000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0
4122,Tata,2018,450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,5.0
4124,Maruti,2012,325000,80000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0
4125,Maruti,2008,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
4126,Hyundai,2014,250000,2350,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
4127,Maruti,2011,175000,50000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4128,Maruti,2010,175000,58000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4129,Honda,2006,150000,80000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100.0,5.0
4131,Hyundai,2019,800000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0
4134,Maruti,2012,160000,110000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4136,Maruti,2010,160000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
4137,Hyundai,2012,400000,100000,Diesel,Individual,Manual,First Owner,21.27,1396.0,88.76,5.0
4138,Toyota,2013,451000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0
4140,Tata,2012,300000,70000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5.0
4141,Maruti,2017,421000,59500,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0
4143,Maruti,2016,950000,45000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4144,Hyundai,2011,395000,75500,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0
4145,Maruti,2016,950000,46000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0
4146,Maruti,2013,270000,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0
4147,Hyundai,2009,360000,60000,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,100.0,5.0
4148,Maruti,2008,235000,152500,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,5.0
4151,Honda,2012,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0
4152,Ford,2017,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0
4153,Hyundai,2014,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197.0,82.85,5.0
4154,Maruti,2018,755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0
4160,Maruti,2018,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0
4161,Maruti,2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0
4162,Maruti,2017,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
4163,Maruti,2015,450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0
4164,Maruti,2011,235000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0
4166,Skoda,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0
4168,Volkswagen,2015,515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0
4170,Hyundai,2009,160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0
4171,Maruti,2007,110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
4172,Maruti,2014,360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
4173,Hyundai,2011,260000,90000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110.0,5.0
4174,Maruti,2007,128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
4177,Maruti,2019,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4178,Maruti,2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0
4180,Hyundai,2017,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
4181,Maruti,2007,150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
4184,Maruti,2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5.0
4185,Hyundai,2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5.0
4187,Mahindra,2010,200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75.0,5.0
4188,Maruti,2016,700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
4192,Honda,2007,210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78.0,5.0
4193,Maruti,2017,370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0
4194,Maruti,2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0
4195,Maruti,2020,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4196,Tata,2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
4197,Honda,2005,55000,130000,Petrol,Individual,Manual,First Owner,13.0,1343.0,90.0,5.0
4199,Maruti,2006,120000,44000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0
4201,Maruti,2016,330000,60000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0
4202,Hyundai,2014,400000,147000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0
4203,Tata,2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,5.0
4204,Maruti,2014,450000,100000,Petrol,Individual,Manual,Third Owner,19.1,1197.0,85.8,5.0
4206,Maruti,2015,340000,40000,Diesel,Individual,Manual,Second Owner,27.62,793.0,47.0,5.0
4207,Maruti,2010,225000,64000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0
4208,Maruti,2002,55000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0
4211,Maruti,2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
4212,Maruti,2004,70000,150000,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0
4213,Tata,2016,400000,24177,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
4214,Tata,2012,185000,80000,Diesel,Individual,Manual,First Owner,16.1,1405.0,70.0,5.0
4215,Maruti,2006,140000,150000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0
4218,Maruti,2017,600000,56000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0
4219,Maruti,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0,1586.0,104.68,5.0
4220,Maruti,2018,459999,12000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0
4221,Maruti,2017,800000,15381,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4223,Nissan,2014,475000,40000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0
4224,Maruti,2016,310000,35000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,5.0
4225,Maruti,2018,350000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0
4227,Maruti,2018,640000,25000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0
4228,Maruti,2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0
4229,Tata,2018,600000,30000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0
4232,Maruti,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0
4234,Hyundai,2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0
4235,Ford,2015,600000,50000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0
4236,Ford,2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16,1196.0,86.8,5.0
4237,Maruti,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.2,1061.0,64.0,5.0
4238,Maruti,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0
4239,Hyundai,2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
4240,Maruti,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4242,Toyota,2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6,1496.0,88.7,5.0
4243,Maruti,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0
4244,Maruti,2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0
4245,Maruti,2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0
4248,Hyundai,2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0
4249,Honda,2007,138000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0
4250,Maruti,2010,231000,80000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0
4252,Mahindra,2019,960000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,108.6,5.0
4253,Maruti,2009,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
4254,Maruti,2012,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
4255,Maruti,2011,200000,100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0
4256,Maruti,2012,328000,123000,Petrol,Individual,Manual,First Owner,18.6,1197.0,85.8,5.0
4258,Volkswagen,2019,565000,7000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,5.0
4259,Maruti,2017,390000,70000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0
4260,Ford,2017,600000,30000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0
4261,Hyundai,2011,250000,120000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0
4262,Chevrolet,2011,165000,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0
4263,Honda,2011,421000,105000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,5.0
4264,Hyundai,2012,225000,109322,Petrol,Individual,Manual,Second Owner,16.36,1495.0,93.7,5.0
4265,Nissan,2013,350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461.0,84.8,5.0
4267,Maruti,2015,600000,70000,Diesel,Individual,Manual,Second Owner,27.39,1248.0,74.0,5.0
4268,Tata,2018,515000,35000,Petrol,Individual,Manual,First Owner,24.0,1199.0,83.81,5.0
4270,Maruti,2017,800000,70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5.0
4272,Maruti,2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
4273,Maruti,2015,400000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0
4274,Fiat,2011,300000,60000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,5.0
4276,Maruti,2009,235000,70000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0
4277,Maruti,2015,350000,40000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
4278,Maruti,2017,625000,34000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0
4280,Tata,2018,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
4282,Honda,2006,200000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0
4284,Honda,2006,220000,100000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0
4285,Hyundai,2016,412000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0
4286,Maruti,2009,126000,52000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0
4287,Maruti,2013,430000,63000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
4288,Maruti,2009,130000,90000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0
4289,Tata,2017,350000,60000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
4290,Maruti,2011,220000,35000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4292,Ford,2010,200000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0
4293,Maruti,2017,620000,61000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0
4298,Maruti,2011,246000,139000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0
4299,Maruti,2017,400000,60000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0
4301,Ford,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,5.0
4303,Maruti,2018,700000,45000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4304,Chevrolet,2011,150000,30000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0
4305,Maruti,2010,180000,80500,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
4309,Maruti,2006,80000,110000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0
4310,Maruti,2005,110000,90000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0
4311,Honda,2006,180000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0
4314,Volkswagen,2018,560000,18000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0
4315,Maruti,2017,650000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0
4317,Maruti,2016,480000,65755,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
4318,Ford,2019,960000,2600,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0
4320,Hyundai,2017,310000,15000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0
4321,Maruti,2014,500000,60000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0
4322,Maruti,2017,350000,15500,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0
4323,Honda,2015,365000,120000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
4328,Ford,2018,590000,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
4331,Renault,2017,850000,50000,Diesel,Individual,Automatic,First Owner,19.6,1461.0,108.45,5.0
4333,Honda,2013,325000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0
4336,Tata,2014,300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0
4337,Volkswagen,2013,365000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0
4340,Hyundai,2018,700000,35000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0
4341,Renault,2017,880000,50000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0
4345,Maruti,2014,235000,70000,CNG,Individual,Manual,Second Owner,26.3,998.0,67.1,5.0
4346,Renault,2018,320000,20000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0
4347,Renault,2015,550000,60000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0
4351,Maruti,2015,300000,110000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
4352,Hyundai,2016,580000,152000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0
4355,Tata,2018,850000,50000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0
4356,Maruti,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0
4357,Ford,2016,350000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0
4358,Maruti,2014,300000,90000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5.0
4359,Maruti,2017,390000,30000,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,5.0
4361,Volkswagen,2017,550000,20000,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0
4362,Maruti,2012,300000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0
4363,Volkswagen,2012,300000,150000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0
4364,Hyundai,2012,350000,110000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0
4366,Hyundai,2010,160000,120000,CNG,Individual,Manual,Second Owner,13.2,1495.0,93.7,5.0
4368,Hyundai,2016,660000,110000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0
4369,Tata,2015,450000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
4370,Volkswagen,2012,400000,110000,Diesel,Individual,Manual,Second Owner,19.7,1598.0,103.6,5.0
4373,Chevrolet,2010,140000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0
4374,Maruti,2012,195000,35000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0
4375,Hyundai,2015,500000,45000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0
4377,Tata,2016,400000,25000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0
4378,Hyundai,2014,400000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0
4379,Maruti,2018,380000,19000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0
4380,Maruti,2019,579000,10000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0
4382,Hyundai,2012,270000,30000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
4384,Tata,2017,475000,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
4385,Nissan,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0
4389,Hyundai,2008,195000,110000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0
4393,Hyundai,2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0
4394,Maruti,2016,385000,26000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0
4395,Hyundai,2006,135000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0
4396,Maruti,2008,120000,70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0
4399,Maruti,2016,700000,20000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0
4400,Tata,2013,290000,25000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0
4401,Maruti,2017,725000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4406,Hyundai,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0
4409,Maruti,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0
4410,Tata,2019,450000,25000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0
4411,Maruti,2006,135000,70000,Petrol,Individual,Manual,Second Owner,15.9,1298.0,85.0,5.0
4413,Maruti,2020,650000,7300,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0
4414,Maruti,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0
4415,Maruti,2010,150000,100000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
4418,Hyundai,2010,260000,60000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
4419,Volkswagen,2014,400000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0
4420,Hyundai,2017,575000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0
4422,Maruti,2010,250000,90000,CNG,Individual,Manual,Second Owner,21.4,1586.0,103.3,5.0
4423,Volkswagen,2012,400000,95000,Diesel,Individual,Manual,First Owner,19.7,1598.0,103.6,5.0
4425,Maruti,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0
4426,Volkswagen,2013,350000,70000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5.0
4428,Maruti,2012,250000,100000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0
4429,Maruti,2017,655000,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4430,Chevrolet,2016,300000,15000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0
4431,Ford,2018,650000,21000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0
4432,Maruti,2014,300000,35000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0
4433,Honda,2016,475000,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0
4434,Tata,2017,450000,30000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0
4435,Maruti,2019,754000,10000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4436,Hyundai,2013,300000,40000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0
4437,Hyundai,2014,250000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0
4438,Maruti,2018,725000,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0
4439,Maruti,2008,95000,70000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0
